用户ID,用户出生日期,性别,婚姻状况,文化程度,下单时间,订单ID,交易金额
5011120,1979/2/12,男,已婚,中专,2020/3/6 9:13,3320041049,865.5680465
3615117,1991/5/7,女,已婚,本科,2019/12/9 6:21,3320079636,162.7443962
5212117,1979/1/16,男,未婚,大专,2021/5/15 11:39,3321946334,194.2473997
3820117,1997/1/12,男,未婚,中专,2020/3/29 3:36,3323785504,320.178479
3220118,1984/11/15,男,未婚,研究生,2020/11/6 18:13,3324540717,677.1295778
5315120,1980/8/21,女,未婚,大专,2020/9/17 19:29,3325784845,399.7986826
3516118,1978/5/19,女,已婚,博士,2021/7/28 7:26,3327089189,421.7679848
5014120,1979/10/13,男,未婚,博士,2023/5/12 1:39,3331553008,384.8213576
3820119,1978/12/1,男,已婚,本科,2021/11/15 15:55,3334050979,963.3862845
4417117,1970/1/23,男,未婚,本科,2022/6/5 8:38,3337029199,692.4859582
5618117,1971/6/29,女,未婚,博士,2021/1/30 9:31,3337622859,693.4100638
3313119,1986/5/31,男,已婚,本科,2023/5/30 19:39,3338562388,823.204675
4712114,1998/2/28,男,已婚,本科,2021/7/6 23:00,3341821966,535.9449912
3718119,1993/3/3,男,已婚,博士,2020/9/26 19:07,3342168371,208.7330692
6012120,1986/8/1,女,已婚,博士,2020/5/11 12:47,3344680187,801.2592217
3719117,1997/4/25,男,已婚,本科,2022/9/24 23:23,3344836574,727.6006324
4020113,1972/10/8,男,已婚,本科,2020/11/9 0:03,3345390635,1047.519918
3913111,1997/10/10,男,未婚,博士,2022/12/20 6:22,3346668810,504.3081579
5119120,1983/8/7,女,已婚,本科,2021/9/18 23:04,3347093248,729.5403696
6519116,1978/2/25,女,已婚,本科,2021/7/13 11:50,3347611737,717.4439917
6314118,1971/6/10,男,未婚,本科,2020/2/12 0:21,3350231443,754.4744018
3812112,1977/2/4,女,未婚,研究生,2022/6/19 2:24,3350427712,979.9834727
3620118,1993/8/30,女,已婚,研究生,2022/4/22 15:10,3352561322,647.1540383
4416117,1972/9/18,女,已婚,博士,2022/5/3 23:56,3353927662,695.8609449
6218111,1972/8/7,女,未婚,大专,2022/6/11 6:37,3354425768,742.3089287
4020111,1999/7/26,女,已婚,中专,2022/6/22 10:48,3356389751,368.5212522
6313116,1989/11/15,女,已婚,本科,2020/3/18 7:35,3359645328,443.8894886
5419115,1975/5/16,男,已婚,研究生,2021/6/11 20:15,3362930118,18.56839268
5516111,1970/4/20,女,未婚,本科,2022/3/6 10:11,3365894632,297.2808064
5715115,1975/8/23,男,已婚,研究生,2020/1/19 18:04,3366354973,792.9782139
6715114,1994/8/14,男,已婚,大专,2021/1/5 17:25,3366837732,873.8581184
4920111,1969/10/28,男,未婚,研究生,2022/7/23 2:48,3368538707,902.584736
6615117,1984/8/8,女,未婚,中专,2022/12/15 10:12,3369165419,323.8160069
6417120,1988/3/30,女,已婚,中专,2021/3/9 18:52,3369836742,76.3640584
6317120,1990/6/15,男,未婚,中专,2022/6/17 6:40,3370746895,1106.957744
5914116,1980/9/2,男,未婚,中专,2022/7/20 4:36,3373012786,179.0340828
6419119,1980/5/21,男,未婚,本科,2021/5/27 23:11,3373675769,569.1999813
3711120,1970/7/16,男,未婚,中专,2022/7/21 9:48,3374970792,1052.117087
6720113,1978/2/1,男,已婚,大专,2021/6/20 21:40,3375259375,374.1554921
3219117,1989/1/25,男,已婚,本科,2023/5/29 1:18,3376359598,526.4284073
4920116,1971/7/14,男,已婚,大专,2023/5/26 10:08,3377190370,848.3838914
6613117,1988/9/4,女,已婚,研究生,2021/4/6 3:26,3379930047,536.4741182
3419116,1984/5/9,女,已婚,本科,2022/8/8 22:05,3379990832,972.5787206
5820112,1990/11/16,男,未婚,本科,2023/3/23 19:37,3380345834,294.8390856
6411120,1971/11/9,男,未婚,博士,2021/5/18 21:50,3381626541,556.1083041
5620120,1972/1/14,男,已婚,中专,2021/7/10 0:12,3382024131,603.7660649
5715115,1975/8/23,男,已婚,研究生,2022/11/25 11:24,3385092708,1216.173783
3215112,1993/6/24,女,未婚,博士,2021/6/16 16:32,3385644430,665.2770004
3216114,1992/8/12,女,已婚,研究生,2023/1/6 20:40,3385661539,888.7384672
5213116,1985/3/18,男,未婚,本科,2023/1/11 9:51,3389768578,434.6381575
6616111,1968/8/29,男,已婚,大专,2022/2/8 22:48,3394371269,924.5738624
3711114,1985/3/18,男,已婚,研究生,2021/3/8 5:26,3394870015,843.6096376
3217120,1983/2/17,女,未婚,博士,2021/10/2 2:29,3397532457,761.1931043
3914120,1984/9/6,男,已婚,研究生,2022/12/20 7:33,3398649154,537.0190761
3816114,1996/5/25,女,未婚,博士,2022/11/6 7:18,3400572729,158.7549869
3720111,1994/2/25,男,已婚,本科,2020/3/10 21:36,3404453181,135.1450946
3816119,1984/12/13,男,未婚,本科,2021/12/22 4:18,3407978589,502.8797808
6211117,1991/6/11,女,未婚,本科,2021/3/18 11:06,3408096266,759.1920709
6419118,1976/7/3,女,未婚,大专,2020/8/16 15:39,3408276005,979.5647312
3419116,1984/5/9,女,已婚,本科,2019/12/6 23:32,3408546520,666.428847
6520119,1992/7/25,女,已婚,博士,2022/1/19 12:13,3412022663,616.5506491
5616119,1987/1/13,女,未婚,大专,2021/3/31 19:48,3412420516,736.2321449
4411111,1976/11/28,男,已婚,本科,2021/11/24 17:24,3412561000,913.0410932
5712118,1978/11/28,男,已婚,中专,2022/6/23 13:49,3412752158,5.629902526
6715118,1968/3/26,男,未婚,博士,2021/11/9 0:17,3415315120,709.2128865
6211111,1980/9/25,女,未婚,博士,2021/1/10 20:36,3418312408,441.1589246
4511120,1991/3/9,女,未婚,大专,2022/6/25 21:16,3418779700,721.0897639
6620118,1983/9/19,女,未婚,本科,2022/10/6 21:41,3421544764,378.1954508
3219113,1972/1/28,女,已婚,博士,2021/4/30 20:44,3422953088,785.8467596
4614120,1970/12/15,女,未婚,大专,2022/12/20 2:36,3424085441,281.9519691
6118113,1999/10/29,女,未婚,博士,2023/6/3 4:25,3424393458,632.0375045
4720119,1990/10/2,男,已婚,大专,2021/9/8 14:35,3424429608,337.6079128
4818116,1968/12/31,男,未婚,研究生,2023/4/15 9:13,3425033051,649.8333184
4415114,1988/3/16,女,未婚,中专,2021/10/8 10:27,3426080697,945.6673311
3413119,1985/5/1,女,已婚,博士,2020/8/2 5:14,3426875706,290.3471303
4713117,1984/12/8,男,已婚,研究生,2022/8/30 0:55,3430427331,547.4304238
6217117,1992/1/9,男,未婚,研究生,2023/6/1 19:34,3431227785,340.0135805
4016119,1980/4/19,女,未婚,中专,2020/5/25 19:59,3433310729,817.1552375
4815113,1975/9/25,女,已婚,大专,2020/1/30 17:18,3433340608,971.3265166
3713118,1985/1/24,男,未婚,中专,2023/5/9 1:58,3435848481,1003.370284
6411111,1972/2/12,男,未婚,本科,2022/1/10 10:32,3437336560,356.8067346
5712115,1982/8/31,男,已婚,大专,2023/1/14 6:16,3437846223,572.8019354
6218120,1991/4/18,男,已婚,本科,2022/3/24 6:06,3440463973,828.9475937
4513118,2000/8/12,女,未婚,本科,2021/11/2 7:26,3440955341,4.629763688
6312119,1999/5/20,女,未婚,本科,2022/9/29 15:41,3441818681,1127.567229
4716120,1970/6/9,女,已婚,研究生,2023/2/4 22:17,3441977288,801.4420443
3416120,1984/8/28,男,未婚,本科,2020/3/29 7:55,3445749098,475.3924371
4120112,1984/4/30,女,未婚,研究生,2023/4/11 2:37,3448258137,879.8715455
3216111,1986/11/14,男,未婚,研究生,2022/7/16 9:49,3448779044,630.6866789
4913114,1983/7/22,男,已婚,本科,2021/4/27 13:45,3450854050,299.3627517
3312118,1995/11/23,男,未婚,研究生,2022/8/19 17:40,3452532010,256.7928406
4314116,1987/1/29,女,未婚,大专,2021/5/24 5:20,3458456540,987.7700972
3819118,1978/2/14,男,已婚,本科,2022/6/30 13:58,3462117656,446.5847001
5614118,1999/9/11,女,未婚,本科,2022/6/27 17:53,3463671966,154.0043047
4515113,1992/1/31,女,未婚,博士,2023/3/1 2:41,3464812663,577.7648355
6516111,1984/4/26,男,已婚,博士,2023/2/2 3:11,3466189825,560.7910673
4116115,1991/8/18,女,未婚,研究生,2020/2/29 3:32,3472360588,311.669639
3819113,1970/6/27,女,已婚,研究生,2022/1/3 17:07,3476448398,44.13057321
4416118,1975/3/29,女,未婚,研究生,2022/8/14 6:29,3477343054,697.566264
4414118,1981/1/16,女,已婚,大专,2020/1/14 12:38,3478992067,866.5859811
3217113,1970/12/29,男,未婚,研究生,2023/1/3 19:01,3480151497,843.1589699
3311112,1995/1/13,女,未婚,博士,2022/6/23 13:54,3480992052,233.1481638
3519115,1993/4/28,男,未婚,研究生,2023/3/18 19:23,3481028655,755.8344547
4116116,1968/11/20,男,已婚,博士,2021/2/9 15:16,3483444377,573.0678706
5916120,1985/8/20,男,已婚,本科,2021/7/23 7:47,3483487837,996.1232294
5920111,1976/10/9,女,已婚,博士,2023/3/14 7:36,3484362644,145.1608537
6716112,1980/4/29,男,未婚,博士,2019/12/17 14:41,3485333586,824.0997387
6514113,1973/12/22,男,未婚,博士,2023/1/18 3:32,3485414550,621.2301764
6620120,1981/8/16,女,已婚,研究生,2022/9/14 10:49,3485633566,134.183772
6313114,1995/6/14,女,已婚,研究生,2020/12/19 7:38,3488168036,880.1576324
5220113,1986/5/17,男,未婚,中专,2023/2/2 17:22,3488768479,910.1204315
3818113,1983/7/3,女,已婚,研究生,2022/10/24 6:35,3491665588,563.3912436
5715113,1979/10/7,男,已婚,博士,2020/3/28 3:14,3494313751,612.3364441
3416113,1980/1/28,男,未婚,大专,2022/3/10 7:12,3498687003,637.2564767
6318120,1999/9/8,男,已婚,大专,2020/12/26 16:08,3499041228,533.3798771
4618113,2000/11/4,男,未婚,博士,2020/6/7 13:55,3502634499,741.4883698
4720113,1973/6/20,女,未婚,大专,2022/4/10 19:11,3504013959,227.4779536
4117117,1980/3/28,女,已婚,博士,2022/12/21 4:07,3504735133,727.8280244
5920115,1988/8/3,男,未婚,中专,2023/5/2 4:43,3505240443,278.163638
3820117,1997/1/12,男,未婚,中专,2020/12/15 9:06,3506785716,623.8797223
6017113,1981/1/15,女,已婚,中专,2021/2/7 18:15,3506891882,182.1266338
5116118,1986/7/15,女,已婚,博士,2020/10/20 7:15,3507520117,854.7662233
5013116,1984/8/3,男,已婚,博士,2021/2/22 14:28,3507745020,441.2040958
4513115,1973/12/24,女,未婚,大专,2023/2/18 4:30,3508957195,134.809465
6611119,1977/9/21,女,已婚,中专,2022/5/19 3:07,3512199709,966.5558103
4214112,1969/12/9,男,已婚,大专,2021/12/4 8:05,3512876780,505.5665735
3412116,1983/8/25,女,已婚,中专,2022/2/4 14:07,3513313983,666.1883466
3912111,1996/7/2,女,未婚,大专,2023/3/11 6:34,3513742260,691.6620028
4815112,1974/3/25,男,未婚,大专,2021/9/1 20:47,3514278001,1173.252558
3813118,1972/11/7,男,已婚,本科,2023/1/13 21:08,3515966933,1060.736748
6312114,1998/1/26,女,已婚,本科,2022/12/27 19:11,3521446212,958.5707011
5518112,1993/7/29,女,未婚,本科,2021/12/26 8:51,3521945099,926.40002
4611119,1995/1/15,男,已婚,博士,2022/12/30 19:58,3523171180,1020.748941
4918115,1975/2/28,男,已婚,研究生,2020/4/26 4:13,3523370680,1.922238314
4315112,1980/10/1,女,已婚,研究生,2020/10/3 2:09,3525558415,972.607548
5519112,1989/3/1,女,未婚,本科,2023/1/1 19:37,3526182098,615.3932674
6020118,1984/1/27,男,未婚,本科,2020/8/5 3:29,3526361737,652.6978846
4919111,1985/5/16,男,已婚,博士,2022/7/13 15:54,3529788353,602.3934578
4614112,1979/6/26,女,已婚,研究生,2021/11/11 23:44,3530063686,320.3531105
3819116,1985/9/14,女,未婚,研究生,2020/10/12 2:21,3531280251,887.4173375
5718118,1999/5/31,女,已婚,博士,2023/5/11 8:44,3533145374,627.2110055
6719115,1970/10/12,女,未婚,本科,2021/1/20 12:07,3533983334,359.9354773
5518114,1993/8/6,女,未婚,研究生,2021/11/17 2:57,3534677052,1050.597029
3516117,1972/5/18,女,已婚,研究生,2020/9/10 11:19,3535884199,13.21545431
3916119,2000/6/4,女,未婚,本科,2023/2/4 23:14,3536443316,764.8931172
3315116,1999/8/21,女,未婚,中专,2022/1/21 21:03,3538483489,530.0434859
5916120,1985/8/20,男,已婚,本科,2020/2/7 21:32,3540561366,802.6411471
3416113,1980/1/28,男,未婚,大专,2022/5/31 18:45,3551474085,701.2636671
5212111,1991/5/4,女,已婚,研究生,2021/8/14 23:32,3555566511,105.479007
3911114,1979/8/25,男,未婚,研究生,2023/4/4 10:24,3560640460,378.2360076
6516113,1991/4/19,女,已婚,大专,2023/5/18 2:09,3564137353,350.3813721
6213115,1981/9/5,女,未婚,研究生,2019/12/13 17:46,3568938078,857.4659188
5016116,1988/12/25,男,未婚,本科,2022/11/9 9:35,3569366662,888.9093983
5517118,2000/2/17,女,未婚,大专,2022/11/8 12:27,3570016333,495.9884422
3818113,1983/7/3,女,已婚,研究生,2021/1/19 15:49,3570123008,372.9762509
3419112,1998/6/22,男,已婚,研究生,2020/12/25 17:33,3571419135,223.7022599
3618114,1993/3/13,男,未婚,中专,2020/8/15 22:58,3574078822,675.317348
5919115,1973/12/1,男,未婚,大专,2020/10/12 13:49,3574894224,209.3635339
6611115,1987/8/31,男,已婚,研究生,2021/11/3 0:16,3575012411,357.0245123
4319118,1990/1/30,女,已婚,研究生,2021/7/8 9:02,3577037797,684.1281984
4615111,1995/9/30,男,已婚,大专,2022/2/25 2:14,3577054715,949.5628396
4018119,1993/9/12,男,未婚,大专,2020/12/10 4:41,3579620215,266.8400538
4211117,1997/10/29,男,未婚,大专,2022/12/23 13:09,3580038533,611.6685454
3218120,1970/7/20,女,未婚,博士,2022/12/3 3:04,3580830580,249.4031361
4719114,1999/1/12,男,未婚,中专,2020/11/22 0:35,3580878121,229.2251783
5518117,1988/4/27,男,未婚,研究生,2020/7/10 7:23,3581613811,422.2392243
5020114,1999/12/30,男,未婚,研究生,2023/2/25 21:36,3584727730,407.9451026
6414115,1987/4/8,女,未婚,研究生,2021/5/2 12:24,3585585141,453.8267999
4020118,1977/6/12,女,已婚,本科,2020/11/28 4:52,3585876001,547.5415279
4620114,1984/1/3,女,已婚,博士,2020/11/25 13:41,3586051880,719.0617482
6120113,1983/9/1,女,已婚,中专,2020/7/16 8:01,3586410857,879.6572203
5714116,1971/8/3,男,已婚,本科,2020/9/23 4:17,3589127144,118.2568792
5216116,1971/2/26,男,已婚,本科,2021/12/1 1:19,3590015684,693.7922774
5513112,1984/4/9,女,未婚,研究生,2023/3/16 11:11,3590871066,940.5168864
3518112,1982/4/30,女,已婚,大专,2022/9/28 17:16,3593073625,969.0515991
4716113,1981/12/8,男,已婚,本科,2022/8/31 7:42,3597416438,963.6296252
4117115,1981/12/8,男,未婚,本科,2023/3/21 23:22,3600093064,118.628236
4117119,1970/1/10,男,未婚,研究生,2022/12/22 23:57,3600735341,268.7446275
4720120,1988/4/30,女,已婚,中专,2022/5/29 5:45,3604594286,344.1118893
4616116,1985/8/30,男,已婚,研究生,2023/1/12 4:31,3604688393,632.670269
6417113,1984/11/17,女,未婚,中专,2021/5/6 7:49,3605177108,356.2808666
4412115,1968/7/30,男,已婚,本科,2022/3/15 9:10,3605476634,636.8910438
5114112,1991/4/28,男,已婚,博士,2023/2/9 5:35,3605552736,779.1381351
6718116,1982/8/2,男,已婚,研究生,2022/2/23 15:20,3606841304,202.5980073
5512116,1969/6/2,女,未婚,大专,2022/5/24 16:31,3608827265,502.1994709
4312119,1968/3/21,女,已婚,本科,2020/10/9 2:42,3612863885,435.9046791
5116120,1971/8/1,男,已婚,大专,2021/10/20 20:09,3612966614,578.6863023
4019118,1972/1/21,女,未婚,研究生,2020/11/6 5:34,3614347110,797.5595492
3518118,1979/3/12,男,未婚,本科,2020/6/16 22:11,3615634221,215.9115348
5812114,1985/6/23,女,已婚,中专,2021/10/19 23:59,3617679023,417.4700706
6115114,1973/2/8,女,未婚,大专,2022/10/12 8:36,3618353374,693.1724624
5420112,1982/7/2,女,已婚,大专,2022/10/22 9:50,3618987392,906.0177114
4315112,1980/10/1,女,已婚,研究生,2020/1/11 12:03,3620219850,778.0675679
5418112,1984/4/27,男,未婚,研究生,2023/1/21 14:19,3621878043,1025.612462
4919120,1986/11/25,男,未婚,大专,2022/2/25 6:47,3622940375,982.0045412
4815118,1986/8/7,女,未婚,中专,2022/5/2 4:54,3623322153,514.0897219
5413120,1992/6/11,男,已婚,大专,2022/1/6 16:23,3624878354,391.7280987
5511112,1990/7/11,男,未婚,研究生,2023/4/16 4:24,3626090583,596.0259217
5912117,1973/1/5,男,未婚,本科,2020/3/5 13:32,3630111900,875.7983995
4019120,1986/12/23,男,已婚,大专,2020/6/4 16:13,3631442359,557.8364501
5818114,1981/9/20,男,已婚,研究生,2023/4/4 20:19,3635511449,415.0814793
6320114,1985/5/19,男,已婚,博士,2023/2/9 18:48,3635648293,34.41043239
5015113,1978/8/20,女,已婚,博士,2020/10/7 1:29,3636782900,1042.421913
4416114,1981/7/26,女,未婚,博士,2021/2/3 8:57,3637183030,541.2297001
4117119,1970/1/10,男,未婚,研究生,2020/1/25 18:15,3638369147,750.7066453
3715119,1980/10/12,女,未婚,博士,2020/6/28 0:15,3641454228,538.0638905
4611118,1999/8/31,男,未婚,研究生,2023/1/14 23:18,3641820514,655.2442695
4412120,1974/2/16,男,未婚,本科,2022/9/2 17:14,3642110232,785.7063983
3613117,1977/6/20,女,已婚,中专,2021/2/11 3:50,3642861152,719.9755393
3511112,1980/12/11,男,已婚,中专,2022/4/24 15:43,3645634405,384.5112221
6116117,2000/5/16,男,已婚,大专,2023/4/7 22:29,3647356550,1013.210405
4916117,1981/5/10,男,已婚,博士,2020/6/23 3:39,3649694287,779.0237335
4913119,1999/4/6,男,未婚,大专,2022/1/6 7:39,3659692209,125.0022678
6016115,1972/6/27,男,已婚,本科,2021/3/2 21:17,3662347394,364.3732529
5714114,1991/11/18,女,未婚,本科,2020/7/3 1:11,3662418935,488.1444487
4617112,1978/9/2,男,已婚,中专,2023/5/14 2:11,3662463401,313.6178935
3312115,1996/8/8,女,未婚,中专,2022/11/6 23:10,3667157018,980.1301654
5515115,1993/11/5,男,未婚,本科,2022/2/21 15:31,3667175696,447.1027964
6413118,1987/11/16,男,未婚,中专,2020/6/26 19:28,3667543681,224.8222677
6712119,1990/11/27,女,已婚,本科,2020/11/7 12:44,3667545279,281.394373
6616117,1993/3/24,女,未婚,研究生,2023/1/16 21:59,3671626537,889.0374136
4714112,1989/3/30,女,已婚,博士,2022/12/15 3:47,3674651831,761.7298962
3320111,1976/9/14,男,未婚,大专,2023/3/26 20:32,3680040172,887.5316336
4919114,1971/10/27,女,未婚,中专,2021/10/1 2:45,3681553229,594.5478168
4217117,1989/9/3,男,已婚,本科,2020/8/19 23:12,3682036781,972.1634125
6016116,1984/6/6,女,未婚,博士,2020/1/8 10:10,3683242720,855.5408634
4613120,1996/11/1,女,已婚,本科,2022/12/6 20:04,3686179061,809.2586511
6315113,1970/12/7,男,未婚,研究生,2019/12/25 13:51,3686374803,241.4479978
5314120,1971/8/17,女,未婚,大专,2021/5/2 2:37,3687544635,480.6441953
5517112,1985/8/2,女,未婚,博士,2019/12/21 15:28,3688714181,598.5566579
6419118,1976/7/3,女,未婚,大专,2023/4/21 11:11,3688820869,303.3709808
4513111,1985/12/4,女,已婚,本科,2023/3/8 4:32,3690273230,555.1563066
5116113,1989/8/9,女,未婚,博士,2022/12/23 1:32,3693241058,639.7182889
5712115,1982/8/31,男,已婚,大专,2021/8/27 14:59,3693768757,895.4610432
4417115,1987/9/7,女,未婚,本科,2023/2/23 13:55,3693967697,511.3123021
6618118,1996/5/14,男,未婚,研究生,2022/3/28 5:40,3697976739,458.2691633
6016119,1988/7/17,女,未婚,中专,2020/8/21 2:50,3698354036,225.2109126
6217112,1990/8/15,女,未婚,博士,2022/9/5 17:45,3698377189,775.1221339
4512120,1981/4/29,男,未婚,博士,2022/11/17 5:24,3703246274,223.6937948
3516116,1982/9/15,女,已婚,研究生,2023/2/23 14:41,3705962298,796.5238994
3314116,1972/10/13,男,未婚,中专,2022/3/24 22:42,3707083295,346.8064591
3713111,1985/12/31,男,已婚,博士,2022/5/7 13:48,3712556983,624.786123
4119119,1980/8/10,女,已婚,中专,2022/6/12 14:26,3712721835,838.9162853
6211113,1990/6/1,男,未婚,博士,2023/2/7 22:50,3719016656,772.0914638
6611120,1997/11/21,男,未婚,研究生,2022/1/3 22:50,3719545053,844.8362638
6618117,1979/7/13,女,已婚,研究生,2022/5/15 20:14,3725928486,193.5510593
5415111,1975/8/22,女,已婚,本科,2021/7/28 23:37,3729439614,775.6875857
5517112,1985/8/2,女,未婚,博士,2023/2/4 11:35,3730481061,696.3683385
4712113,1970/8/26,女,已婚,本科,2023/5/3 1:38,3732627717,738.9605668
5811117,1975/6/21,男,已婚,博士,2020/10/8 22:39,3732954239,814.960437
4019119,1972/5/11,男,已婚,大专,2021/7/4 3:04,3732972447,505.656384
6013114,1986/6/28,男,已婚,大专,2020/3/18 6:06,3733551697,96.49615216
3416119,1985/9/24,女,已婚,大专,2020/6/6 12:48,3733842958,1097.750326
6513113,1974/8/24,男,已婚,大专,2023/3/1 23:48,3734958572,1213.581132
6718112,1989/3/25,男,已婚,博士,2021/3/9 4:31,3736171664,477.5493601
5019114,1972/6/25,男,已婚,中专,2023/3/22 9:31,3740115106,262.2791637
6711113,1973/2/21,男,未婚,大专,2020/3/10 13:16,3741394313,570.8520894
6416118,1995/4/13,男,已婚,研究生,2020/8/2 17:44,3741948930,855.101253
3912114,1989/3/30,男,未婚,本科,2023/4/22 14:58,3742487554,304.2237046
4113111,1978/1/29,男,未婚,研究生,2021/8/10 18:15,3744228950,713.2975501
6215117,1996/4/13,女,未婚,本科,2023/5/31 8:26,3748296778,567.8884375
3217120,1983/2/17,女,未婚,博士,2023/2/28 16:43,3749532968,357.2393012
5418116,1985/8/30,男,未婚,中专,2020/10/18 2:06,3750446471,16.87525601
6316117,1980/2/14,男,未婚,中专,2022/12/26 14:07,3750639323,504.402967
4213113,1989/7/24,女,未婚,博士,2022/2/21 8:30,3751152761,499.7953914
3612111,1980/7/10,女,未婚,博士,2020/3/2 19:51,3754510587,184.7366431
4418115,1988/4/28,男,已婚,大专,2023/1/1 11:28,3757528975,507.6426344
6315115,1970/12/15,女,已婚,大专,2021/3/27 18:10,3758353996,475.6121862
6313120,1985/8/25,男,已婚,本科,2021/3/11 5:07,3759465472,1103.382372
4415120,1977/6/15,女,未婚,大专,2021/8/19 4:12,3760265372,780.3762407
6217119,1997/8/24,男,未婚,研究生,2021/6/28 7:12,3762664062,661.3328044
5216111,1980/6/29,女,已婚,大专,2022/8/24 16:14,3763760425,325.7175697
3913117,1978/5/1,男,已婚,大专,2020/10/20 15:19,3763763710,214.1454714
5211111,1969/1/2,男,已婚,本科,2023/5/20 20:48,3764026423,541.4422927
3511111,1988/8/22,女,未婚,研究生,2020/5/12 11:49,3766764663,853.3961561
6512117,1972/9/22,男,未婚,大专,2022/4/21 16:17,3768669185,393.4696061
3513111,1969/12/7,男,已婚,本科,2021/3/18 7:41,3768752360,629.2722323
3612118,1978/11/25,男,已婚,本科,2022/1/29 5:39,3769357835,783.8121097
3715112,1969/11/5,女,已婚,研究生,2022/3/4 6:30,3770288894,93.32947529
5711114,1993/11/29,女,未婚,研究生,2020/4/7 8:13,3770422401,441.6605176
6616112,1987/11/5,女,已婚,本科,2020/7/9 18:28,3770496440,393.1118277
4320115,1969/6/22,男,未婚,研究生,2021/2/3 23:43,3770930854,504.5179827
6315118,1982/2/20,男,未婚,研究生,2020/11/25 22:48,3772834674,150.9532144
3320112,1988/1/29,女,未婚,本科,2020/3/25 9:14,3775383328,685.2163083
6713119,1996/8/16,男,未婚,本科,2020/7/2 4:23,3775463052,584.954001
5412119,1970/9/27,女,未婚,研究生,2023/4/14 19:41,3775687071,319.7956014
5416114,1981/6/11,男,已婚,大专,2022/8/9 11:38,3775849371,885.4413433
3613118,1976/2/3,男,未婚,大专,2021/11/29 13:19,3777515822,907.8670661
5620111,1971/12/23,男,未婚,研究生,2022/3/3 22:38,3778080378,316.7421335
6013120,1991/9/5,女,未婚,中专,2020/8/25 5:43,3781065758,593.2854789
5411117,1973/10/30,女,未婚,研究生,2023/1/28 8:58,3782446000,731.2777328
6414112,1997/9/12,男,未婚,中专,2020/10/21 1:02,3784310863,520.0670543
5317118,1997/11/14,男,已婚,研究生,2023/2/11 7:32,3787223912,157.4768251
4913113,2000/7/13,男,已婚,研究生,2020/7/31 21:07,3787325947,786.6647244
5411113,1997/5/21,男,未婚,本科,2022/4/9 5:34,3790189724,672.0520399
6713116,1983/7/13,男,已婚,中专,2023/6/4 2:26,3790645347,52.65325529
3313114,1991/12/9,男,未婚,中专,2023/5/23 10:14,3794032956,831.5297552
4317117,1987/12/22,女,已婚,中专,2022/4/2 19:35,3794826897,294.4968365
4018117,1984/9/16,男,已婚,中专,2020/3/12 4:04,3795929940,356.1338709
5412117,1981/3/30,男,已婚,本科,2021/1/30 18:07,3797568803,54.44072968
4717112,1978/9/2,男,未婚,本科,2023/1/2 21:42,3799254005,783.3070124
3811113,1980/4/7,男,已婚,中专,2022/9/21 2:34,3799568095,361.1682482
4413119,1982/1/3,男,未婚,研究生,2022/11/19 10:02,3799819852,28.42594308
5718112,1987/3/27,女,已婚,研究生,2023/1/30 16:44,3801872030,515.1584204
3511115,1990/2/28,女,未婚,本科,2021/2/13 1:24,3802049058,390.0469873
6411119,1982/4/20,男,已婚,中专,2020/7/8 1:39,3802755429,517.6074419
3413119,1985/5/1,女,已婚,博士,2020/1/24 2:17,3802981576,718.2230839
6514113,1973/12/22,男,未婚,博士,2020/5/6 3:07,3803059017,392.2880732
4015116,1995/8/12,女,已婚,本科,2021/8/11 23:36,3805387963,484.7697823
6717116,1996/2/15,男,已婚,研究生,2022/7/6 4:56,3808532390,720.6112787
3817119,1981/12/10,女,已婚,中专,2020/5/9 5:50,3809230972,435.131731
4817113,1975/12/7,男,已婚,本科,2023/4/25 21:19,3813670571,932.4558267
5016119,1971/3/29,男,已婚,研究生,2023/1/13 0:08,3815068651,273.5816504
3312112,1980/2/23,男,已婚,中专,2023/1/1 18:27,3816691190,538.8170022
6019117,1970/6/8,男,已婚,大专,2023/4/27 1:07,3817260765,518.0500751
5211111,1969/1/2,男,已婚,本科,2022/11/6 22:30,3817398196,182.410209
5118119,2000/8/22,女,未婚,本科,2020/2/27 5:27,3820468685,1158.287163
6611118,1972/5/7,男,未婚,博士,2022/10/21 10:00,3821461963,921.5980762
4020113,1972/10/8,男,已婚,本科,2020/3/10 21:58,3828998143,382.1376572
6718117,1976/10/21,女,已婚,研究生,2022/6/16 6:11,3829389234,824.9671934
5415111,1975/8/22,女,已婚,本科,2020/3/28 3:08,3832293852,807.9588758
5015119,1973/8/24,男,未婚,研究生,2021/12/29 11:30,3833817079,615.5771884
4518115,1995/7/20,男,未婚,研究生,2022/3/1 14:43,3836124372,862.0169002
3613119,2000/5/22,女,未婚,中专,2022/1/8 2:31,3838260737,855.1835424
5913111,1987/3/18,男,未婚,大专,2023/4/18 20:56,3839927457,711.9380008
6313114,1995/6/14,女,已婚,研究生,2020/10/12 10:22,3840114091,1037.954191
5011112,1972/8/5,女,未婚,本科,2020/9/26 21:25,3840842696,431.2780277
5918112,1975/8/15,女,未婚,大专,2022/9/26 15:20,3840974709,743.892933
5115113,1977/11/28,女,未婚,研究生,2020/11/12 9:44,3841032098,152.6339016
6318120,1999/9/8,男,已婚,大专,2020/4/2 13:35,3841363825,240.6652087
6018117,1998/9/3,男,未婚,博士,2021/11/2 15:08,3841785135,446.6837803
